gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
10206,10207,3973,0.5719,1.0000,0.1727,0.7992,0,train
10207,10208,3973,0.8953,0.9984,0.3582,0.8246,0,train
10208,10209,3974,0.1605,0.7426,0.3207,0.8324,0,train
10209,10210,3975,0.1652,0.8629,0.1766,0.7578,0,train
10210,10211,3976,0.0004,0.9965,0.1902,0.9988,0,train
10211,10212,3977,0.1230,0.8332,0.0480,0.8566,0,train
10212,10213,3977,0.0000,0.1812,0.4156,0.7906,0,train
10213,10214,3978,0.1750,0.6500,0.2008,0.7320,0,train
10214,10215,3979,0.0984,0.7234,0.3137,0.4957,0,train
10215,10216,3980,0.5277,0.8410,0.1633,0.7148,0,train
10216,10217,3981,0.0516,0.9641,0.1172,1.0000,0,train
10217,10218,3982,0.2090,0.6004,0.1109,0.6125,0,train
10218,10219,3982,0.7504,0.9340,0.0000,0.0703,0,train
10219,10220,3983,0.1637,0.8863,0.0195,0.8633,0,train
10220,10221,3984,0.2859,0.9516,0.0523,0.9023,0,train
10221,10222,3984,0.1246,0.1910,0.6652,0.7238,0,train
10222,10223,3984,0.1742,0.2414,0.6219,0.7109,0,train
10223,10224,3985,0.0000,0.0375,0.5922,0.6453,0,train
10224,10225,3985,0.0000,0.0406,0.4930,0.6086,0,train
10225,10226,3985,0.0000,0.2062,0.8789,0.9992,0,train
10226,10227,3985,0.0023,0.0461,0.6445,0.7383,0,train
10227,10228,3985,0.0246,0.0551,0.5496,0.5816,0,train
10228,10229,3985,0.0387,0.0738,0.5133,0.5320,0,train
10229,10230,3985,0.0457,0.0762,0.5551,0.5840,0,train
10230,10231,3985,0.0457,0.1387,0.6148,0.7289,0,train
10231,10232,3985,0.0613,0.1090,0.5367,0.5867,0,train
10232,10233,3985,0.1070,0.1445,0.5344,0.5828,0,train
10233,10234,3985,0.1273,0.1477,0.5004,0.5324,0,train
10234,10235,3985,0.1469,0.1828,0.5266,0.5781,0,train
10235,10236,3985,0.1477,0.1711,0.4926,0.5293,0,train
10236,10237,3985,0.1789,0.3070,0.6078,0.7219,0,train
10237,10238,3985,0.1879,0.2152,0.5020,0.5340,0,train
10238,10239,3985,0.1969,0.2188,0.5367,0.5555,0,train
10239,10240,3985,0.2148,0.2555,0.4988,0.5293,0,train
10240,10241,3985,0.2562,0.2875,0.4672,0.5156,0,train
10241,10242,3985,0.2684,0.3113,0.5168,0.5473,0,train
10242,10243,3985,0.2910,0.3152,0.4668,0.5051,0,train
10243,10244,3985,0.3008,0.3586,0.5660,0.6684,0,train
10244,10245,3985,0.3109,0.3484,0.6156,0.6656,0,train
10245,10246,3985,0.3133,0.3367,0.4891,0.5641,0,train
10246,10247,3985,0.3234,0.5297,0.7250,0.9344,0,train
10247,10248,3985,0.3391,0.3781,0.5258,0.5992,0,train
10248,10249,3985,0.3457,0.3621,0.6137,0.6426,0,train
10249,10250,3985,0.3488,0.4418,0.6480,0.7566,0,train
10250,10251,3985,0.3773,0.4102,0.5441,0.5746,0,train
10251,10252,3985,0.3773,0.4258,0.6148,0.6430,0,train
10252,10253,3985,0.3836,0.4148,0.5922,0.6109,0,train
10253,10254,3985,0.4109,0.4672,0.5656,0.6172,0,train
10254,10255,3985,0.4242,0.5320,0.6039,0.7180,0,train
10255,10256,3985,0.4391,0.4859,0.5219,0.5859,0,train
10256,10257,3985,0.4797,0.5453,0.5699,0.6285,0,train
10257,10258,3985,0.5250,0.6937,0.7023,0.9367,0,train
10258,10259,3985,0.5508,0.5758,0.5266,0.5781,0,train
10259,10260,3985,0.5551,0.5980,0.5535,0.6152,0,train
10260,10261,3985,0.5773,0.6070,0.5070,0.5352,0,train
10261,10262,3985,0.6027,0.6348,0.5496,0.6035,0,train
10262,10263,3985,0.6141,0.6375,0.5211,0.5383,0,train
10263,10264,3985,0.6184,0.7629,0.5676,0.6902,0,train
10264,10265,3985,0.6375,0.6609,0.5348,0.5637,0,train
10265,10266,3985,0.6508,0.6852,0.5004,0.5324,0,train
10266,10267,3985,0.6605,0.6848,0.5332,0.5652,0,train
10267,10268,3985,0.6801,0.7230,0.4941,0.5246,0,train
10268,10269,3985,0.6937,0.7438,0.7617,0.8570,0,train
10269,10270,3985,0.7020,0.7262,0.5461,0.5883,0,train
10270,10271,3985,0.7059,0.7254,0.5145,0.5434,0,train
10271,10272,3985,0.7297,0.7531,0.4816,0.5199,0,train
10272,10273,3985,0.7320,0.7648,0.5195,0.5633,0,train
10273,10274,3985,0.7402,0.8301,0.7492,0.8914,0,train
10274,10275,3985,0.7531,0.7703,0.4832,0.5215,0,train
10275,10276,3985,0.7625,0.7969,0.4789,0.5211,0,train
10276,10277,3985,0.7684,0.8082,0.5746,0.6035,0,train
10277,10278,3985,0.7754,0.8262,0.6090,0.6863,0,train
10278,10279,3985,0.7750,0.8562,0.6594,0.7500,0,train
10279,10280,3985,0.7937,0.8172,0.5098,0.5402,0,train
10280,10281,3985,0.7996,0.8223,0.4727,0.4945,0,train
10281,10282,3985,0.8098,0.8496,0.5637,0.5988,0,train
10282,10283,3985,0.8219,0.8328,0.4996,0.5348,0,train
10283,10284,3985,0.8273,0.8508,0.5277,0.5598,0,train
10284,10285,3985,0.8289,0.9477,0.6367,0.7070,0,train
10285,10286,3985,0.8301,0.8605,0.4680,0.4867,0,train
10286,10287,3985,0.8352,0.8539,0.4918,0.5270,0,train
10287,10288,3985,0.8414,0.8914,0.6266,0.6547,0,train
10288,10289,3985,0.8492,0.8992,0.5309,0.5848,0,train
10289,10290,3985,0.8520,0.9230,0.5766,0.6281,0,train
10290,10291,3985,0.8539,0.8836,0.4574,0.4879,0,train
10291,10292,3985,0.8555,0.8758,0.4980,0.5270,0,train
10292,10293,3985,0.8578,0.9062,0.7000,0.7719,0,train
10293,10294,3985,0.8773,0.9055,0.5391,0.5844,0,train
10294,10295,3985,0.8793,0.8988,0.4965,0.5270,0,train
10295,10296,3985,0.8984,0.9953,0.6133,0.6617,0,train
10296,10297,3985,0.9090,0.9363,0.5258,0.5711,0,train
10297,10298,3985,0.9223,0.9387,0.4926,0.5246,0,train
10298,10299,3985,0.9324,0.9988,0.6441,0.7074,0,train
10299,10300,3985,0.9422,0.9578,0.4785,0.5309,0,train
10300,10301,3985,0.9430,0.9758,0.5312,0.5734,0,train
10301,10302,3985,0.9488,0.9996,0.5734,0.6172,0,train
10302,10303,3985,0.9574,0.9926,0.5109,0.5516,0,train
10303,10304,3985,0.9645,0.9965,0.4742,0.5148,0,train
10304,10305,3986,0.0000,0.7781,0.0004,0.2887,0,train
10305,10306,3986,0.7859,0.8875,0.0023,0.2805,0,train
10306,10307,3986,0.8719,1.0000,0.0266,0.3297,0,train
10307,10308,3987,0.0016,0.6937,0.8102,0.9992,0,train
10308,10309,3987,0.2223,0.5965,0.5152,0.6582,0,train
10309,10310,3987,0.7070,0.9164,0.7758,0.9414,0,train
10310,10311,3987,0.7195,0.8992,0.4691,0.5809,0,train
10311,10312,3988,0.4922,0.9984,0.0004,0.9543,0,train
10312,10313,3989,0.6879,0.9824,0.2367,0.5977,0,train
10313,10314,3989,0.0000,0.1016,0.5172,0.5734,0,train
10314,10315,3989,0.3344,0.5703,0.4598,0.6027,0,train
10315,10316,3989,0.6109,0.6516,0.5047,0.5766,0,train
10316,10317,3989,0.6359,0.7141,0.4363,0.5965,0,train
10317,10318,3990,0.0000,1.0000,0.0754,0.8793,0,train
10318,10319,3991,0.0664,0.9383,0.0000,0.9609,0,train
10319,10320,3991,0.7395,0.9340,0.4051,0.9449,0,train
10320,10321,3991,0.9410,0.9996,0.7687,0.9047,0,train
10321,10322,3992,0.0000,0.6266,0.0004,0.8074,0,train
10322,10323,3992,0.7684,0.9082,0.3953,0.4750,0,train
10323,10324,3993,0.0844,0.1797,0.5395,0.6793,0,train
10324,10325,3993,0.1762,0.2895,0.5484,0.6625,0,train
10325,10326,3993,0.3016,0.4156,0.5648,0.6586,0,train
10326,10327,3993,0.4297,0.5578,0.5441,0.6762,0,train
10327,10328,3993,0.4711,0.9992,0.4102,0.7758,0,train
10328,10329,3994,0.4672,0.5578,0.6281,0.7391,0,train
10329,10330,3995,0.0004,0.2668,0.2902,0.5535,0,train
10330,10331,3995,0.2121,0.9973,0.0000,0.7125,0,train
10331,10332,3996,0.2402,0.9598,0.1336,0.9148,0,train
10332,10333,3997,0.0016,0.1047,0.5016,0.7766,0,train
10333,10334,3997,0.1121,0.9301,0.2227,0.7789,0,train
10334,10335,3997,0.9305,0.9914,0.5750,0.7766,0,train
10335,10336,3998,0.0000,0.5141,0.2297,0.5359,0,train
10336,10337,3998,0.5148,0.9820,0.1797,0.5984,0,train
10337,10338,3999,0.1414,0.9414,0.0598,0.9121,0,train
10338,10339,3999,0.0000,0.2609,0.3977,0.8430,0,train
10339,10340,4000,0.0016,0.9953,0.1359,1.0000,0,train
10340,10341,4001,0.0195,0.9789,0.0254,0.8902,0,train
10341,10342,4002,0.0395,0.5668,0.0324,0.3332,0,train
10342,10343,4002,0.5535,0.9637,0.0977,0.3352,0,train
10343,10344,4003,0.1344,0.9719,0.0344,0.9375,0,train
10344,10345,4004,0.1109,0.3250,0.5602,0.6320,0,train
10345,10346,4004,0.3953,0.6734,0.5695,0.6258,0,train
10346,10347,4004,0.7598,0.9840,0.5871,0.6223,0,train
10347,10348,4004,0.7723,0.9199,0.5758,0.6133,0,train
10348,10349,4005,0.0000,0.9984,0.0016,0.8969,0,train
10349,10350,4006,0.1062,0.9281,0.1797,0.7891,0,train
10350,10351,4007,0.0000,0.6547,0.0000,1.0000,0,train
10351,10352,4007,0.7590,0.9426,0.6187,0.7188,0,train
10352,10353,4007,0.9145,0.9996,0.5844,0.7078,0,train
10353,10354,4008,0.3008,0.6633,0.1020,0.4699,0,train
10354,10355,4009,0.1516,0.8641,0.1055,0.8102,0,train
10355,10356,4009,0.0035,0.2527,0.4227,0.9852,0,train
10356,10357,4010,0.5992,0.6445,0.6398,0.6680,0,train
10357,10358,4011,0.0945,0.9523,0.0043,0.8941,0,train
10358,10359,4011,0.0094,0.2422,0.4059,0.7535,0,train
10359,10360,4012,0.0016,0.0984,0.3379,0.3902,0,train
10360,10361,4012,0.2937,1.0000,0.0000,0.9984,0,train
10361,10362,4013,0.0000,1.0000,0.0301,0.9949,0,train
10362,10363,4014,0.0000,0.4219,0.2602,0.9211,0,train
10363,10364,4014,0.8187,0.9984,0.1914,0.9508,0,train
10364,10365,4015,0.0000,0.0297,0.4578,0.5500,0,train
10365,10366,4015,0.0383,0.0820,0.4652,0.5676,0,train
10366,10367,4015,0.0844,0.1172,0.4805,0.5930,0,train
10367,10368,4015,0.1141,0.1781,0.4684,0.5410,0,train
10368,10369,4015,0.1590,0.3035,0.4902,0.6723,0,train
10369,10370,4015,0.2996,0.3785,0.6180,0.7633,0,train
10370,10371,4015,0.3047,0.3578,0.5465,0.6457,0,train
10371,10372,4015,0.3594,0.4078,0.5297,0.6094,0,train
10372,10373,4015,0.3820,0.4789,0.6492,0.7586,0,train
10373,10374,4015,0.4664,0.7086,0.5598,0.7746,0,train
10374,10375,4015,0.7809,0.8785,0.6289,0.7680,0,train
10375,10376,4015,0.8660,0.9996,0.5117,0.6211,0,train
10376,10377,4015,0.8812,0.9406,0.6641,0.7500,0,train
10377,10378,4016,0.1668,0.2379,0.4352,0.4883,0,train
10378,10379,4016,0.2508,0.4633,0.3738,0.4887,0,train
10379,10380,4016,0.3016,0.4328,0.4422,0.5344,0,train
10380,10381,4016,0.5215,0.6145,0.4242,0.4992,0,train
10381,10382,4016,0.5469,0.5953,0.4750,0.5266,0,train
10382,10383,4016,0.9047,0.9969,0.0000,0.6750,0,train
10383,10384,4017,0.0000,0.9984,0.0000,0.9984,0,train
10384,10385,4018,0.1785,0.8277,0.0473,0.8590,0,train
10385,10386,4018,0.7457,0.9996,0.1520,0.8230,0,train
10386,10387,4019,0.0004,0.9965,0.2707,0.8840,0,train
10387,10388,4020,0.0004,0.8871,0.0980,0.9348,0,train
10388,10389,4021,0.0000,0.5891,0.0000,0.9734,0,train
10389,10390,4021,0.3281,0.9391,0.2910,0.8574,0,train
10390,10391,4022,0.1160,0.5684,0.0719,0.5031,0,train
10391,10392,4022,0.0004,0.1340,0.4922,0.6547,0,train
10392,10393,4022,0.6375,0.8344,0.3207,0.5340,0,train
10393,10394,4022,0.8078,0.9828,0.3047,0.4953,0,train
10394,10395,4023,0.0984,0.8719,0.0309,0.7629,0,train
10395,10396,4024,0.3047,1.0000,0.2258,0.8148,0,train
10396,10397,4024,0.1738,0.2512,0.5918,0.7863,0,train
10397,10398,4024,0.2477,0.3758,0.5082,0.7637,0,train
10398,10399,4025,0.0031,0.5000,0.0051,0.8902,0,train
10399,10400,4025,0.5000,0.5859,0.3207,0.6387,0,train
10400,10401,4025,0.5695,0.7945,0.4566,0.6434,0,train
10401,10402,4025,0.6008,0.7492,0.4781,0.6578,0,train
10402,10403,4026,0.3082,0.7137,0.3105,0.9379,0,train
10403,10404,4027,0.1398,0.8977,0.3141,0.8781,0,train
10404,10405,4028,0.0008,0.1383,0.7242,0.9992,0,train
10405,10406,4028,0.0023,0.1508,0.1430,0.7117,0,train
10406,10407,4028,0.1336,0.5414,0.2117,0.5758,0,train
10407,10408,4028,0.1477,0.5336,0.5785,0.8668,0,train
10408,10409,4028,0.4437,0.4969,0.2426,0.2809,0,train
10409,10410,4028,0.4941,0.6199,0.1871,0.3332,0,train
10410,10411,4028,0.5328,0.6047,0.4379,0.5199,0,train
10411,10412,4028,0.5398,0.7867,0.3234,0.4359,0,train
10412,10413,4028,0.5988,0.6652,0.4719,0.5000,0,train
10413,10414,4028,0.6035,0.6340,0.2367,0.3289,0,train
10414,10415,4028,0.6340,0.6973,0.2324,0.3332,0,train
10415,10416,4028,0.6828,0.7516,0.2367,0.3273,0,train
10416,10417,4028,0.7516,0.8328,0.1930,0.3273,0,train
10417,10418,4028,0.7766,0.9047,0.3199,0.4176,0,train
10418,10419,4028,0.8203,0.8812,0.2953,0.3234,0,train
10419,10420,4028,0.9070,0.9789,0.3664,0.4367,0,train
10420,10421,4029,0.0762,0.9988,0.0598,0.8590,0,train
10421,10422,4030,0.0000,0.9828,0.0062,0.9375,0,train
10422,10423,4031,0.1801,0.2730,0.5000,0.6875,0,train
10423,10424,4031,0.2609,0.4953,0.4586,0.6930,0,train
10424,10425,4031,0.6809,0.8441,0.4980,0.6582,0,train
10425,10426,4031,0.8570,0.9992,0.4520,0.6684,0,train
10426,10427,4032,0.5496,0.7910,0.5359,0.6797,0,train
10427,10428,4032,0.0066,0.3215,0.1090,0.4332,0,train
10428,10429,4033,0.0484,1.0000,0.0000,0.5625,0,train
10429,10430,4034,0.0496,0.4770,0.5277,0.9504,0,train
10430,10431,4034,0.0523,0.4742,0.0496,0.4754,0,train
10431,10432,4034,0.2875,0.7109,0.3102,0.7133,0,train
10432,10433,4034,0.5238,0.9496,0.5250,0.9484,0,train
10433,10434,4035,0.0000,0.2375,0.6203,0.9906,0,train
10434,10435,4035,0.2344,0.6234,0.0418,0.9910,0,train
10435,10436,4035,0.4715,0.9988,0.1809,0.9988,0,train
10436,10437,4036,0.0000,0.3578,0.0000,0.9000,0,train
10437,10438,4036,0.3262,0.6395,0.2871,0.8238,0,train
10438,10439,4036,0.6375,0.7500,0.6344,0.7766,0,train
10439,10440,4036,0.6379,0.6730,0.6457,0.7762,0,train
10440,10441,4036,0.7367,0.9992,0.0004,0.9246,0,train
10441,10442,4037,0.2086,0.9383,0.2281,0.9328,0,train
10442,10443,4037,0.0000,0.2703,0.5844,0.9047,0,train
10443,10444,4038,0.2996,0.9285,0.1004,0.6824,0,train
10444,10445,4039,0.0266,0.0969,0.3320,0.4258,0,train
10445,10446,4039,0.0676,0.1621,0.3238,0.4480,0,train
10446,10447,4039,0.2043,0.3020,0.3387,0.4629,0,train
10447,10448,4039,0.2684,0.3426,0.4102,0.5508,0,train
10448,10449,4039,0.3063,0.5156,0.3449,0.4754,0,train
10449,10450,4039,0.3168,0.4801,0.4258,0.5820,0,train
10450,10451,4039,0.4051,0.4668,0.0734,0.1453,0,train
10451,10452,4039,0.4090,0.4520,0.2324,0.3301,0,train
10452,10453,4039,0.4645,0.5434,0.4258,0.5961,0,train
10453,10454,4039,0.5250,0.6609,0.3535,0.5449,0,train
10454,10455,4039,0.5687,0.6688,0.1789,0.2492,0,train
10455,10456,4039,0.6023,0.6977,0.2238,0.2762,0,train
10456,10457,4040,0.0031,0.3969,0.2770,0.6809,0,train
10457,10458,4040,0.3520,0.6871,0.3777,0.6535,0,train
10458,10459,4040,0.6461,0.7430,0.4914,0.6148,0,train
10459,10460,4041,0.0039,0.9992,0.0266,0.8516,0,train
10460,10461,4042,0.0418,0.9488,0.0348,0.8418,0,train
10461,10462,4042,0.0027,0.1582,0.2402,0.8004,0,train
10462,10463,4042,0.0406,0.3906,0.0051,0.2496,0,train
10463,10464,4042,0.1582,0.3418,0.2660,0.7996,0,train
10464,10465,4042,0.2922,0.9828,0.1449,0.3270,0,train
10465,10466,4042,0.3414,0.5273,0.2887,0.7754,0,train
10466,10467,4042,0.4398,0.7555,0.0695,0.1336,0,train
10467,10468,4042,0.4539,0.6898,0.1160,0.2059,0,train
10468,10469,4042,0.5273,0.7352,0.2742,0.7758,0,train
10469,10470,4042,0.7199,0.9223,0.1332,0.2293,0,train
10470,10471,4042,0.7352,0.8555,0.3547,0.7594,0,train
10471,10472,4042,0.8555,0.9898,0.3742,0.7664,0,train
10472,10473,4043,0.0000,0.9984,0.0000,0.9984,0,train
10473,10474,4044,0.1078,0.8078,0.2852,0.7039,0,train
10474,10475,4044,0.9254,0.9996,0.4617,0.6227,0,train
10475,10476,4045,0.0023,0.4242,0.0000,0.9969,0,train
10476,10477,4045,0.3758,0.4555,0.5535,0.6777,0,train
10477,10478,4046,0.0000,0.9984,0.0000,0.9984,0,train
10478,10479,4047,0.0000,0.6125,0.0004,0.7996,0,train
10479,10480,4047,0.7652,0.9988,0.1320,0.7664,0,train
10480,10481,4048,0.0000,1.0000,0.0367,0.9461,0,train
10481,10482,4049,0.0000,0.3031,0.0465,0.7520,0,train
10482,10483,4049,0.2945,0.6445,0.2383,0.7055,0,train
10483,10484,4049,0.6312,0.9984,0.0000,0.7141,0,train
10484,10485,4050,0.1004,0.8871,0.0000,0.8234,0,train
10485,10486,4051,0.0063,1.0000,0.0109,0.7516,0,train
10486,10487,4052,0.0000,0.0938,0.1969,0.7484,0,train
10487,10488,4052,0.0852,0.2570,0.3734,0.4688,0,train
10488,10489,4052,0.2262,0.7957,0.0004,0.8855,0,train
10489,10490,4052,0.9320,0.9992,0.7262,0.8395,0,train
10490,10491,4053,0.0000,0.9984,0.2813,0.9984,0,train
10491,10492,4054,0.3305,0.7945,0.5109,0.5687,0,train
10492,10493,4055,0.0000,0.9984,0.0000,0.4719,0,train
10493,10494,4056,0.0031,0.9969,0.1484,0.9359,0,train
10494,10495,4057,0.0238,0.6027,0.0004,0.8402,0,train
10495,10496,4057,0.4980,0.6770,0.4137,0.6770,0,train
10496,10497,4058,0.0469,0.9703,0.1117,0.9617,0,train
10497,10498,4059,0.0000,0.9984,0.0035,0.9996,0,train
10498,10499,4060,0.0000,0.5766,0.0000,0.5125,0,train
10499,10500,4060,0.5750,1.0000,0.0004,0.4090,0,train
10500,10501,4061,0.1422,0.8047,0.0000,0.6734,0,train
10501,10502,4061,0.8000,0.9984,0.3867,0.6633,0,train
10502,10503,4062,0.7762,0.9988,0.5422,0.7094,0,train
10503,10504,4063,0.1688,0.9594,0.0734,0.9453,0,train
10504,10505,4064,0.0004,0.0746,0.2832,0.8715,0,train
10505,10506,4064,0.0000,0.1984,0.0000,0.8172,0,train
10506,10507,4064,0.1344,0.3000,0.2434,0.7395,0,train
10507,10508,4064,0.2426,0.3527,0.3469,0.6906,0,train
10508,10509,4064,0.2730,0.3738,0.2918,0.3410,0,train
10509,10510,4064,0.3277,0.3676,0.3773,0.6258,0,train
10510,10511,4064,0.3359,0.4437,0.3367,0.6258,0,train
10511,10512,4064,0.4059,0.4566,0.2176,0.2762,0,train
10512,10513,4064,0.4437,0.5031,0.3207,0.5980,0,train
10513,10514,4064,0.4684,0.5082,0.1887,0.2645,0,train
10514,10515,4064,0.5031,0.5672,0.3191,0.5965,0,train
10515,10516,4064,0.5301,0.5809,0.2219,0.2672,0,train
10516,10517,4064,0.5676,0.6105,0.2895,0.5434,0,train
10517,10518,4064,0.5953,0.6156,0.2316,0.2590,0,train
10518,10519,4064,0.6047,0.6578,0.1977,0.2383,0,train
10519,10520,4064,0.6105,0.6957,0.2637,0.5176,0,train
10520,10521,4064,0.6207,0.7074,0.2262,0.2676,0,train
10521,10522,4064,0.6957,0.7277,0.2645,0.4887,0,train
10522,10523,4064,0.7168,0.7645,0.2262,0.3020,0,train
10523,10524,4064,0.7281,0.8375,0.3074,0.3988,0,train
10524,10525,4064,0.7680,0.8289,0.2316,0.2762,0,train
10525,10526,4064,0.8328,0.8734,0.2223,0.2559,0,train
10526,10527,4064,0.8906,0.9281,0.2059,0.2488,0,train
10527,10528,4064,0.9281,0.9531,0.1801,0.2559,0,train
10528,10529,4064,0.9617,0.9992,0.1742,0.2195,0,train
10529,10530,4065,0.0000,0.0250,0.4613,0.5762,0,train
10530,10531,4065,0.0266,0.1203,0.5449,0.6191,0,train
10531,10532,4065,0.2563,0.3703,0.5863,0.6715,0,train
10532,10533,4065,0.3684,0.5238,0.3180,0.7508,0,train
10533,10534,4065,0.5105,0.9988,0.0000,0.9578,0,train
10534,10535,4066,0.0000,0.4156,0.6918,0.9988,0,train
10535,10536,4066,0.2082,0.4152,0.9258,0.9992,0,train
10536,10537,4067,0.0004,0.1684,0.1754,0.7027,0,train
10537,10538,4067,0.0637,0.9395,0.0332,0.9559,0,train
10538,10539,4068,0.0203,0.9984,0.4984,0.7031,0,train
10539,10540,4069,0.3578,0.7125,0.0277,0.5535,0,train
10540,10541,4070,0.0973,0.8934,0.0023,0.9508,0,train
10541,10542,4071,0.0965,0.8582,0.1242,0.6633,0,train
10542,10543,4072,0.0414,0.9898,0.0004,0.7324,0,train
10543,10544,4073,0.0379,0.9996,0.5156,0.8891,0,train
10544,10545,4073,0.2672,0.3078,0.5203,0.5687,0,train
10545,10546,4073,0.2840,0.3223,0.4109,0.5687,0,train
10546,10547,4073,0.3227,0.5492,0.2098,0.5684,0,train
10547,10548,4073,0.9305,0.9992,0.4430,0.5148,0,train
10548,10549,4074,0.0000,0.9984,0.0000,0.7484,0,train
10549,10550,4075,0.1562,0.6813,0.3074,0.8051,0,train
10550,10551,4076,0.0926,0.9840,0.1793,0.6738,0,train
10551,10552,4077,0.3937,0.6625,0.5051,0.8309,0,train
10552,10553,4078,0.0004,0.1059,0.2617,0.8008,0,train
10553,10554,4078,0.0922,0.8672,0.1062,0.8016,0,train
10554,10555,4078,0.8500,0.8906,0.4988,0.6137,0,train
10555,10556,4078,0.8738,0.9059,0.6566,0.6902,0,train
10556,10557,4078,0.9012,0.9332,0.6176,0.6777,0,train
10557,10558,4078,0.9402,0.9801,0.6160,0.6809,0,train
10558,10559,4079,0.0000,0.7469,0.1945,0.7383,0,train
10559,10560,4080,0.0000,0.0516,0.2730,0.3770,0,train
10560,10561,4080,0.0395,0.3793,0.3477,0.8117,0,train
10561,10562,4081,0.0000,0.9984,0.0000,0.8453,0,train
10562,10563,4082,0.6480,0.9926,0.2160,0.9762,0,train
10563,10564,4082,0.0000,0.1281,0.4547,0.6078,0,train
10564,10565,4082,0.0000,0.1328,0.5938,0.8078,0,train
10565,10566,4082,0.0000,0.9516,0.5719,0.9984,0,train
10566,10567,4082,0.1719,0.4250,0.3406,0.6250,0,train
10567,10568,4083,0.1223,0.7434,0.2324,0.7660,0,train
10568,10569,4083,0.0004,0.2934,0.2352,0.7039,0,train
10569,10570,4083,0.6938,0.9062,0.3996,0.6676,0,train
10570,10571,4084,0.0000,0.3266,0.0000,0.5219,0,train
10571,10572,4085,0.0949,0.3988,0.4289,0.5570,0,train
10572,10573,4086,0.0000,0.2875,0.2922,0.5453,0,train
10573,10574,4087,0.7500,1.0000,0.1562,0.9766,0,train
10574,10575,4088,0.0340,0.8457,0.1227,0.7648,0,train
10575,10576,4089,0.2301,0.5668,0.5266,0.7016,0,train
10576,10577,4090,0.0000,0.9984,0.0000,0.9984,0,train
10577,10578,4091,0.1180,0.9555,0.1562,0.8719,0,train
10578,10579,4092,0.0004,0.4621,0.0000,0.9984,0,train
10579,10580,4092,0.4426,0.5746,0.0016,0.4938,0,train
10580,10581,4092,0.5582,0.7574,0.0004,0.2371,0,train
10581,10582,4092,0.9320,0.9992,0.1180,0.6648,0,train
10582,10583,4093,0.0000,0.9984,0.0000,0.4953,0,train
10583,10584,4093,0.0062,0.9984,0.4871,0.9941,0,train
10584,10585,4094,0.7785,0.9965,0.1805,0.7180,0,train
10585,10586,4094,0.0000,0.0406,0.4789,0.7148,0,train
10586,10587,4094,0.0000,0.0813,0.3707,0.4918,0,train
10587,10588,4094,0.0195,0.0914,0.5016,0.7047,0,train
10588,10589,4094,0.0910,0.1371,0.4465,0.7066,0,train
10589,10590,4094,0.1402,0.2270,0.4141,0.6812,0,train
10590,10591,4094,0.1906,0.2563,0.4129,0.6965,0,train
10591,10592,4094,0.2586,0.3555,0.3902,0.6910,0,train
10592,10593,4094,0.3359,0.4437,0.3211,0.7430,0,train
10593,10594,4094,0.4367,0.5727,0.2551,0.7262,0,train
10594,10595,4094,0.5324,0.7004,0.2594,0.7344,0,train
10595,10596,4094,0.6988,0.8543,0.3254,0.7293,0,train
10596,10597,4095,0.0000,0.9984,0.5031,0.9984,0,train
10597,10598,4096,0.3699,0.9988,0.1883,0.9242,0,train
10598,10599,4097,0.0000,0.0953,0.4047,0.6234,0,train
10599,10600,4097,0.0000,0.5609,0.1148,0.7477,0,train
10600,10601,4097,0.4832,0.8590,0.1816,0.6355,0,train
10601,10602,4098,0.0000,0.1953,0.4340,0.7988,0,train
10602,10603,4098,0.0211,0.9992,0.0414,0.8617,0,train
10603,10604,4099,0.0000,0.9703,0.0000,0.9984,0,train
10604,10605,4100,0.0969,0.2766,0.1691,0.4402,0,train
10605,10606,4100,0.2723,0.4684,0.2805,0.4398,0,train
10606,10607,4101,0.6711,0.9773,0.5191,0.8340,0,train
10607,10608,4102,0.0000,0.8812,0.1719,0.8344,0,train
10608,10609,4103,0.0930,0.1289,0.6207,0.7199,0,train
10609,10610,4103,0.1168,0.1910,0.6254,0.7059,0,train
10610,10611,4103,0.1973,0.2559,0.6391,0.7172,0,train
10611,10612,4103,0.2188,0.8562,0.1918,0.8832,0,train
10612,10613,4104,0.0000,0.4000,0.0055,0.7461,0,train
10613,10614,4104,0.3777,0.5738,0.3430,0.6914,0,train
10614,10615,4104,0.5723,0.6965,0.4402,0.6816,0,train
10615,10616,4104,0.7223,0.9996,0.0000,0.7453,0,train
10616,10617,4105,0.0219,0.1750,0.6914,0.8914,0,train
10617,10618,4105,0.1727,0.4289,0.5820,0.8836,0,train
10618,10619,4105,0.4316,0.5496,0.5578,0.8625,0,train
10619,10620,4105,0.5418,0.9910,0.0000,0.9297,0,train
10620,10621,4106,0.0000,0.9984,0.0453,0.9984,0,train
10621,10622,4107,0.0000,0.1266,0.1086,0.4570,0,train
10622,10623,4107,0.0004,0.9012,0.3707,0.9996,0,train
10623,10624,4107,0.0000,0.9125,0.0000,0.6281,0,train
10624,10625,4107,0.8160,0.9996,0.3461,0.6773,0,train
10625,10626,4108,0.4059,0.9988,0.0000,0.9984,0,train
10626,10627,4109,0.3500,0.6906,0.2910,0.5652,0,train
10627,10628,4110,0.0000,0.5422,0.2738,0.8309,0,train
10628,10629,4110,0.2703,0.5641,0.1824,0.6754,0,train
